,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
-0.14910546,-0.20376685
-0.12979716,0.96514654
-0.13497108,1.4002318
-0.18835966,1.2242526
-0.1540157,-0.21076234
-0.18489739,-0.46286571
-0.17440847,0.7167756
-0.11089829,0.88747668
-0.20027322,-0.19358666
-0.065462761,1.0559776
-0.16137972,1.0693741
-0.13157098,0.092766576
-0.059064709,1.1440142
-0.22602791,-0.44766146
-0.10297577,0.7368806
-0.079254128,1.1545823
-0.085412413,0.84984976
-0.15534995,0.1091314
-0.15798908,-0.21412081
-0.16567284,-0.15220484
-0.19177935,0.81578469
-0.11397255,1.1126407
-0.091929764,0.88962471
-0.24159954,-0.45811135
-0.14960821,-0.37370753
-0.166885,-0.0414575
-0.21553428,0.18247573
-0.17813839,-0.39905918
-0.31366938,0.54339552
-0.11797823,1.3463829
-0.20177588,-0.18768328
-0.19660431,-0.64291072
-0.14887929,0.13164489
-0.22433673,-0.25586432
-0.072862759,1.433561
-0.19180377,-0.27700737
-0.11882143,-0.63636369
-0.083212778,1.3516483
-0.26529968,-0.095672838
-0.22641036,-0.35495785
-0.32769847,-0.22448973
-0.16080208,-0.37277332
-0.090446003,0.71360379
-0.2108241,-0.38148335
-0.21243417,0.051418371
-0.16821367,0.65999991
-0.20412865,1.1467847
-0.063541688,1.4494382
-0.069243141,-0.60569596
-0.18245317,0.22140157
-0.23256895,0.29362881
-0.21797778,1.2955666
-0.15329885,0.53807747
-0.17827007,-0.42517808
,
-0.13443778,-0.15240079
-0.17990114,1.4192872
-0.096449733,1.6142538
-0.19020155,0.18785904
-0.16996676,1.5363824
-0.15153214,0.13397036
-0.05068168,1.2687141
-0.21043037,-0.58249849
-0.24913876,-0.47087383
-0.15851474,0.89446759
-0.19389236,0.75969636
-0.17697689,0.33382678
-0.21160293,0.32596686
-0.17374983,0.16588563
-0.083244681,1.1058015
,
,
-0.29066002,-0.63161254
-0.21037927,-0.81681675
-0.10315029,0.86646885
-0.17484698,0.48323256
-0.18089819,1.0368549
-0.12080476,-0.80476105
-0.12933892,0.16032095
-0.22671883,0.36251599
-0.20376946,0.33645737
-0.1078244,1.4826891
-0.1375877,0.55651379
,
-0.18836495,0.31292346
,
-0.084443077,0.23606753
-0.17035149,-0.52073741
-0.16190755,1.7843137
,
-0.076280311,-0.60227877
-0.20099002,0.49716529
-0.21872725,0.40208563
-0.3109386,-0.4812949
-0.21844639,-0.49157971
-0.24193746,1.0553762
-0.18665951,-0.89126301
-0.27299237,-0.66387767
,
,
-0.21968046,-1.087961
-0.068171419,0.38848057
-0.060739994,1.6815314
-0.12559025,-0.99699694
-0.16519243,0.65143311
-0.15359315,1.6152411
-0.026640447,1.5608667
-0.15722679,-1.2255046
-0.18469584,-0.80522561
-0.13140939,1.5581396
0.24121213,-1.1510432
-0.026656747,1.6675223
